,Company_Name,Exchange:Ticker,Industry,Rating,Mean_TEV_BV,LOG_Mean_TEV_BV,TEV_BV_SD,Hi-TEV_BV,Lo-TEV_BV,EBITDA_Mean,EBITDA_SD,LOG_EBITDA_SD,EBITDA_SD_TEV,LOG_EBITDA_SD_TEV,Hi-EBITDA_SD,Lo-EBITDA_SD,EL_2013,EL_2014,EL_2015,EL_2016,EL_2017,EL_2018,EL_2019,EL_2020,EL_2021,EL_2022,Mean_EL,EL_SD,LM_2013,LM_2014,LM_2015,LM_2016,LM_2017,LM_2018,LM_2019,LM_2020,LM_2021,LM_2022,Mean_LM,LM_SD,BL_2013,BL_2014,BL_2015,BL_2016,BL_2017,BL_2018,BL_2019,BL_2020,BL_2021,BL_2022,Mean_BL,BL_SD,TEV_BV_2013,TEV_BV_2014,TEV_BV_2015,TEV_BV_2016,TEV_BV_2017,TEV_BV_2018,TEV_BV_2019,TEV_BV_2020,TEV_BV_2021,TEV_BV_2022
143,Iren SpA (BIT:IRE),BIT:IRE,Utilities,BBB-,0.664195783,-0.409178319,0.084200883,0,1,825.06,182.6536382,5.207591672,0.028928127,-3.542940916,1,0,0.756448722,0.684917909,0.751632981,0.553028217,0.52513181,0.531751458,0.488331534,0.541906919,0.469004622,0.522266062,0.582442023,0.107037612,6.056309468,5.517351671,6.370177074,4.038611074,4.178489703,4.03655439,3.513244374,3.854870775,3.837052919,3.788609944,4.519127139,1.044429183,0.418710234,0.382988644,0.40877449,0.402657292,0.397932128,0.385518405,0.359629362,0.372805375,0.336199609,0.330757816,0.379597336,0.029831235,0.553520975,0.559174521,0.543848528,0.728095384,0.757775706,0.724997363,0.736445092,0.687950942,0.716836452,0.633312866
144,ISS A_S (CPSE:ISS),CPSE:ISS,Industrials,BBB-,0.915618789,-0.08815517,0.382196578,0,1,553.9,454.4830543,6.119160629,0.059318311,-2.824837243,1,0,NA,0.462488181,0.240787735,0.178048379,0.164312899,0.222837882,0.220216751,0.434688039,0.400526705,0.387472221,0.30126431,0.118001344,5.244085532,5.314173825,2.743138822,2.211472953,2.197420079,2.398720961,2.279563957,4.017931534,-4.000461467,7.411383285,2.981742948,3.020363972,0.484159237,0.469194048,0.271067286,0.226280934,0.226264726,0.224177888,0.216233197,0.295057328,0.362917068,0.308118551,0.308347026,0.100204116,0,1.014499543,1.12575205,1.270895783,1.37703569,1.006013368,0.981910758,0.678779495,0.906099552,0.795201653
145,ITV plc (LSE:ITV),LSE:ITV,Communication,BBB-,2.12333877,0.752989741,1.031061256,1,0,1015.86,138.3775688,4.929985955,0.014566259,-4.229047438,0,1,-0.000420505,-0.019113697,-0.003003256,0.035884344,0.070951303,0.123039206,0.180234113,0.246227555,0.100458767,0.147630348,0.088188818,0.08759839,-0.003912834,-0.226501696,-0.044347672,0.38600306,0.748285258,1.175312558,1.189976461,1.282499733,1.047582205,0.576422018,0.613131909,0.565175177,-0.00071311,-0.052825095,-0.012570853,0.106527682,0.180022152,0.277956752,0.279330509,0.254491588,0.150528071,0.109437051,0.129218475,0.122210034,1.695842019,2.763729871,4.185741277,2.968639566,2.537263501,2.259090909,1.549820425,1.033562586,1.498406522,0.741291019
146,Jabil Inc. (NYSE:JBL),NYSE:JBL,IT,BBB-,0.591660789,-0.5248218,0.077177098,0,1,1369.4,411.9774023,6.020968499,0.061392037,-2.790475146,1,0,0.099708974,0.180831278,0.124330333,0.148322214,0.177442814,0.140763039,0.213672027,0.193418096,0.181389341,0.1972426,0.165712072,0.036005634,0.477284541,0.924261211,0.778081879,0.587103894,0.975369458,0.659209317,0.844258453,0.89479571,0.993387667,0.981999053,0.811575118,0.181382158,0.058835591,0.09771898,0.080462752,0.077651278,0.117004272,0.077541456,0.104677227,0.104853321,0.134611377,0.124474601,0.097783086,0.023962123,0.590073176,0.540387599,0.647169122,0.523531006,0.659391438,0.550865177,0.489896726,0.542107089,0.74211294,0.631073616
147,JDE Peet's N.V. (ENXTAM:JDEP),ENXTAM:JDEP,Consumer Staples,BBB-,0.369947514,-0.994394138,0.513843266,0,1,1551.633333,43.18904182,3.765586801,0.001865726,-6.284104941,0,1,NA,NA,NA,NA,NA,NA,NA,NA,0.239817096,0.245848926,0.242833011,0.004265148,NA,NA,NA,NA,NA,NA,NA,4.826223297,4.180839188,3.031911572,4.012991352,0.908855496,NA,NA,NA,NA,NA,0.297633001,0.254614067,0.301640188,0.251014189,0.197428348,0.260465959,0.042349814,NA,NA,NA,NA,NA,0,0,0,1.046690137,0.803047432
148,"Kennedy-Wilson Holdings, Inc. (NYSE:KW)",NYSE:KW,Real Estate,BB+,1.196995516,0.179814681,0.380420858,1,0,185.06,95.33473426,4.557394217,0.01413338,-4.259215923,0,1,0.309613804,0.170390637,0.273070074,0.469594949,0.522248885,0.621086486,0.604826527,0.697348113,0.57686881,0.580467432,0.482551572,0.173762951,-37.43046358,20.32024169,10.92509167,15.8685259,17.80569142,22.53118371,22.05463502,19.57549234,17.57191489,18.33122206,12.75535351,17.94200145,0.440255492,0.373915944,0.329369404,0.471944284,0.523012826,0.687474109,0.667154353,0.612362242,0.563432938,0.624655621,0.529357721,0.123177607,1.42195046,2.194462975,1.206171728,1.005002896,1.00146279,1.106889499,1.103050746,0.87812992,0.976708964,1.076125183
149,Keyera Corp. (TSX:KEY),TSX:KEY,Energy,BBB-,1.684341793,0.52137486,0.420134936,1,0,528.64,148.2562511,4.998942203,0.02173294,-3.828926181,0,1,0.154628408,0.133485889,0.1618307,0.17815275,0.190188211,0.183169959,0.237257105,0.416512775,0.326148067,0.342956161,0.232433002,0.095970541,2.514600715,2.281368821,2.313205182,2.205904618,2.94523916,2.461694366,2.853377815,2.925081843,5.448785425,3.894257797,2.984351574,0.998220565,0.314056046,0.292479109,0.332942379,0.376400685,0.357061565,0.259308284,0.35217821,0.400990783,0.453514625,0.452853096,0.359178478,0.064048445,2.031037178,2.191086351,2.057349934,2.112797494,1.877411663,1.415670367,1.484373713,0.962733455,1.39051759,1.320440183
150,Kinross Gold Corporation (TSX:K),TSX:K,Materials,BBB-,0.739585972,-0.301664746,0.22029929,0,1,1369.17,760.0458671,6.633378783,0.108023512,-2.225406374,1,0,0.085094362,0.223452214,0.272348127,0.137804243,0.1446609,0.133224818,0.252868288,0.129063164,0.067855418,0.137869966,0.15842415,0.06850882,0.197268305,1.361444557,1.150853469,1.552406507,0.895068521,0.532736044,1.54082774,0.903602794,0.367992241,0.877209231,0.937940941,0.472588788,0.042506014,0.130100032,0.115993029,0.119670605,0.112140163,0.085286618,0.170825169,0.143973116,0.069403285,0.108993968,0.1098892,0.036828543,0.499516214,0.582227537,0.425899859,0.868410166,0.775193313,0.640170647,0.675549989,1.11552446,1.022811254,0.790556285
151,KION GROUP AG (XTRA:KGX),XTRA:KGX,Industrials,BBB-,0.751387172,-0.285834218,0.336746789,0,1,1224.67,403.0511053,5.999063366,0.039644328,-3.227807401,1,0,NA,0.387105105,0.335477349,0.270538036,0.353036215,0.349742253,0.373760503,0.345130736,0.148035202,0.222879539,0.309522771,0.079610923,4.3469991,3.126535342,3.135286868,2.309504838,4.580638782,2.987841026,2.396018396,1.935925172,1.585015581,1.072114535,2.747587964,1.125607224,0.412890625,0.325119591,0.308663944,0.29007077,0.388444929,0.333398584,0.256131891,0.196958711,0.136086312,0.10094471,0.274871007,0.102850956,0,0.839874203,0.920073873,1.072199585,1.100297681,0.953269388,0.685283461,0.570678561,0.91928345,0.452911515
152,Kirby Corporation (NYSE:KEX),NYSE:KEX,Industrials,BBB-,1.185507065,0.170170586,0.331452462,1,0,472.45,107.7578587,4.679886661,0.019516861,-3.936476524,0,1,0.200545241,0.108367148,0.129996433,0.172464061,0.16630339,0.142957964,0.207575376,0.335255245,0.294807152,0.254960949,0.201323296,0.073626549,2.191820837,1.252479408,1.07365483,1.414122839,1.681988743,2.276516038,2.84751269,3.395014597,4.996846421,4.144514107,2.527447051,1.309661142,0.308094495,0.20233537,0.167169656,0.185198565,0.167183384,0.189628272,0.238844608,0.248688128,0.267462273,0.244874146,0.22194789,0.046902353,1.536284252,1.86712831,1.285955721,1.073838595,1.005291499,1.326461754,1.150640371,0.741787436,0.90724486,0.960437851
153,Kohl's Corporation (NYSE:KSS),NYSE:KSS,Consumer,BBB-,0.933336942,-0.068989005,0.197745864,0,1,2282.3,409.0229687,6.013771313,0.031308689,-3.463859631,1,0,0.258370004,0.257205387,0.197037072,0.366633678,0.331782451,0.226612476,0.185452968,0.645844046,0.334904918,0.441916616,0.324575962,0.138664153,1.469985359,1.498459168,1.29195669,1.678271812,1.520636285,1.315551908,1.095685604,3.615127175,2.773432651,2.244386874,1.850349353,0.795539091,0.288816972,0.27094797,0.233098444,0.294061443,0.260571681,0.239450295,0.205710161,0.371075232,0.29132164,0.345290288,0.280034413,0.050314085,1.117842503,1.053430382,1.18301821,0.802057916,0.785369088,1.056650982,1.109230893,0.574558571,0.869863728,0.78134715
154,"Kyndryl Holdings, Inc. (NYSE:KD)",NYSE:KD,IT,BBB-,0.133217286,-2.015773754,0.230739108,0,1,227,666.0945879,6.501431684,0.126139944,-2.070363322,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.450138242,0.450138242,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5.606557377,3.405444126,NA,6.372447375,NA,NA,NA,NA,NA,NA,NA,0.11273842,0.122088353,0.179898585,0.138241786,0.036377493,NA,NA,NA,NA,NA,NA,NA,0,0,0.399651858
155,"Lamb Weston Holdings, Inc. (NYSE:LW)",NYSE:LW,Consumer Staples,BB+,2.810137772,1.033233511,1.865222849,1,0,667.7285714,122.9112514,4.811462561,0.010728002,-4.534897979,0,1,NA,NA,NA,NA,0.011598176,0.197507591,0.202635814,0.215204939,0.170250545,0.182657403,0.163309078,0.075957949,NA,NA,NA,0.18454052,0.183666437,3.327431141,2.919047619,2.69869403,3.95205249,3.518400803,2.397690434,1.565183812,NA,NA,0.051917098,0.047959531,0.049390724,0.952607016,0.84625445,0.759292674,0.503850031,0.499667411,0.463867367,0.376015945,NA,NA,0,0,4.258490479,4.823141294,4.176233379,3.528230701,2.959462068,2.735544258
156,Las Vegas Sands Corp. (NYSE:LVS),NYSE:LVS,Consumer,BB+,2.487099672,0.911117241,0.511458718,1,0,3451.86,1958.303873,7.579834007,0.036487433,-3.310787383,1,0,0.136959535,0.08923845,0.130001343,0.156296014,0.136122505,0.102222247,0.137150954,0.185032169,0.212372438,0.394858912,0.168025457,0.087411093,2.189242858,1.273027879,1.364674942,1.896104583,1.864419476,1.435586481,1.500408998,2.184705285,-28.58392435,70.85945946,5.598370561,24.83080136,0.348195473,0.271066656,0.290162834,0.343430954,0.364795544,0.349059796,0.325409145,0.370662529,0.581102514,0.65352211,0.389740755,0.125099772,2.542323709,3.037554512,2.231998747,2.197311029,2.6799062,3.414714555,2.37263494,2.003232898,2.736242611,1.655077521
157,Lear Corporation (NYSE:LEA),NYSE:LEA,Consumer,BBB-,0.909457429,-0.094907089,0.20396382,0,1,1546.83,412.432435,6.022072398,0.042304537,-3.162860931,1,0,-0.150753866,-0.010898225,0.055845887,0.077444092,0.059233224,0.029426942,0.045481895,0.165611987,0.117431694,0.186409669,0.05752333,0.095033173,-0.815449291,-0.070019981,0.424706483,0.42704461,0.338818052,0.19120011,0.205565268,0.80371207,1.177810836,1.514580457,0.419796861,0.649022054,-0.094690082,-0.009674825,0.063908001,0.078164537,0.064682949,0.034848777,0.036489177,0.103811304,0.113974209,0.139645307,0.053115935,0.067526304,0.62811047,0.887743221,1.144363608,1.009302771,1.092004525,1.184247315,0.802279173,0.626834481,0.970557483,0.749131242
158,"Leidos Holdings, Inc. (NYSE:LDOS)",NYSE:LDOS,Industrials,BBB-,1.367154315,0.312731437,0.336902057,1,0,851.42,431.3044653,6.066814257,0.03827486,-3.262962006,1,0,0.097013374,0.241063563,NA,0.104202422,0.255272504,0.22619206,0.202919112,0.151990916,0.256460094,0.263549885,0.199851548,0.065907355,1.627906977,1.967320261,NA,0.944024878,3.736842105,2.680788177,2.728323699,2.492132867,3.474705475,3.504781421,2.572980651,0.934860269,0.095319149,0.216962999,NA,0.12611276,0.318769163,0.302669633,0.322919042,0.304366393,0.400767325,0.386924063,0.274978947,0.107241137,0.98253617,0.900024027,NA,1.210267062,1.248740692,1.33810901,1.591368301,2.002530159,1.562688834,1.468124576
159,Lennar Corporation (NYSE:LEN),NYSE:LEN,Consumer,BBB-,1.111363316,0.105587474,0.197794357,0,1,2114.27,1689.86674,7.432404953,0.07791961,-2.552077623,1,0,0.304370201,0.317056306,0.304500051,0.356017583,0.278902434,0.193966086,0.336575793,0.313643559,0.136048661,0.14178216,0.268286283,0.080647242,9.423201394,5.124037745,4.763992445,4.669249354,3.751387347,3.750844769,3.340500286,3.163633612,1.269608908,0.632866549,3.988932241,2.398052145,0.365298875,0.366080616,0.37081373,0.388675058,0.330039449,0.29016271,0.306204535,0.284807303,0.15616064,0.114045495,0.297228841,0.093076398,1.200179499,1.154623355,1.217778878,1.091729949,1.183350909,1.495945585,0.909763987,0.908060423,1.147829311,0.804371262
160,Leonardo S.p.a. (BIT:LDO),BIT:LDO,Industrials,BB+,0.359006699,-1.02441423,0.068698742,0,1,1519.66,250.8985417,5.525048641,0.022125463,-3.811026181,0,1,0.492078625,0.466652959,0.379844563,0.34583675,0.230328978,0.319715655,0.26134602,0.407031546,0.401098286,0.320408235,0.362434162,0.083661569,3.091608433,6.229468599,3.723329257,2.306749204,2.073784607,2.267865626,1.891174006,2.154236651,2.313952238,2.36727934,2.841944796,1.3081603,0.131163674,0.154290873,0.153283007,0.134701097,0.116840565,0.112620567,0.100397016,0.113894816,0.129906875,0.11293436,0.126003285,0.017944469,0.266550236,0.330633012,0.403541401,0.3894933,0.50727688,0.352252277,0.384153604,0.279818155,0.323877911,0.352470216
161,Levi Strauss & Co. (NYSE:LEVI),NYSE:LEVI,Consumer,BB+,0.75282557,-0.283921725,1.021101714,0,1,603.46,151.9712707,5.023691494,0.01715629,-4.065390435,0,1,NA,NA,NA,NA,NA,NA,0.037729129,-9.81E-05,0.089222349,0.162173287,0.072256664,0.07023816,2.436741449,1.917505392,1.615613513,1.467487428,1.213893319,0.676578225,0.498676081,-0.000927273,3.465864759,1.457830014,1.474926291,0.996752907,0.417999432,0.341146,0.317520383,0.293405908,0.229319407,0.132140092,0.095689728,-0.000144599,0.188984613,0.227046999,0.224310796,0.125311819,0,0,0,0,0,0,2.53622943,1.473868254,2.118130894,1.400027118
162,"Lithia Motors, Inc. (NYSE:LAD)",NYSE:LAD,Consumer,BB+,1.376139808,0.319282339,0.272195218,1,0,615.03,569.2398949,6.344301953,0.08730459,-2.438352241,1,0,0.390563138,0.309921012,0.392304997,0.472155023,0.518565261,0.5109507,0.536659061,0.57834811,0.277154506,0.351238919,0.433786073,0.10348056,4.791428571,4.325709058,6.103918228,4.915702904,5.664087062,6.005780347,6.240073193,6.536919831,4.258461215,2.293434463,5.113551487,1.283348873,0.561733771,0.548142137,0.621854282,0.593066882,0.609255502,0.621212445,0.633395245,0.611154029,0.512711811,0.434022015,0.574654812,0.062537669,1.438266229,1.768651093,1.585129647,1.256085083,1.174886843,1.215797228,1.180256315,1.056723483,1.849913314,1.235688846
163,LKQ Corporation (NasdaqGS:LKQ),NasdaqGS:LKQ,Consumer,BBB-,1.659087909,0.506267999,0.467364364,1,0,1076.8,375.915818,5.92936523,0.029053039,-3.538632191,1,0,0.127626718,0.115038649,0.168467612,0.118093422,0.249801681,0.251153,0.294283016,0.39122142,0.215876208,0.221859642,0.215342137,0.087614778,2.09312293,1.744827586,2.148973026,1.736817708,2.944649098,2.896880968,3.174616964,3.728475814,2.825143497,2.259007206,2.55525148,0.657795834,0.288545723,0.257546251,0.317183191,0.265359963,0.375457655,0.340101848,0.352809521,0.383583725,0.326524008,0.313345814,0.32204577,0.042852836,2.260856721,2.238780207,1.882754716,2.247034243,1.503022931,1.354161996,1.198878298,0.980477308,1.512552081,1.412360584
164,Louisiana-Pacific Corporation (NYSE:LPX),NYSE:LPX,Materials,BB+,1.584725069,0.460410934,0.64344158,1,0,568.44,642.7009728,6.465679566,0.183613636,-1.694921535,1,0,0.109816857,0.047410393,0.077259275,0.109102095,-0.09393405,-0.149300955,-0.183993284,0.074139143,-0.023113571,0.007484168,NA,0.107067668,1.176297387,0.597790055,44.01960784,3.377777778,-0.766702879,-0.787701527,-0.940966011,0.946188341,-0.126724138,0.018387553,4.75139544,13.85690399,0.137108537,0.043396302,0.095580722,0.146670955,-0.138981883,-0.225484991,-0.209228321,0.114986376,-0.070469799,0.017775752,-0.008864635,0.142588759,1.248519949,0.915333093,1.237142371,1.344345908,1.479568728,1.510271595,1.137151949,1.550953678,3.048849473,2.375113947
165,Lundin Energy AB (publ) (OM:LUNE),OM:LUNE,Energy,BBB-,1.955005936,0.67039323,0.28140382,1,0,1014.65,639.2463988,6.460289981,0.0601035,-2.811687207,1,0,0.040842483,0.154617696,0.316691689,0.390776069,0.368633702,0.276009508,0.249970347,0.366308553,0.297673462,-0.009938078,0.245158543,0.139441198,0.26105953,1.37903514,4.501486794,9.811994785,3.972835314,2.389934739,1.706358631,1.873847041,14.59111277,-0.284900285,4.020276446,4.68783531,0.087075326,0.265442289,0.505400628,0.786345684,0.764691182,0.688865577,0.541319908,0.633780161,0.587311369,-0.016440089,0.484379204,0.279836612,2.131979233,1.716765259,1.595875884,2.012266734,2.074393034,2.495803791,2.165536491,1.730181168,1.973005471,1.654252292
166,"M.D.C. Holdings, Inc. (NYSE:MDC)",NYSE:MDC,Consumer,BBB-,0.911648706,-0.092500554,0.163025504,0,1,286.24,255.3722259,5.54272219,0.09408089,-2.363600339,1,0,0.080640629,0.22192029,0.319103104,0.377602221,0.281175913,0.23955759,0.261361109,0.266482169,0.175163346,0.338658399,0.256166477,0.085043082,2.67807154,4.188034188,6.201712655,5.974662162,3.438587243,2.950598802,2.274516129,2.386135508,1.489113664,1.486449083,3.306788097,1.678128002,0.0885165,0.169916005,0.277184776,0.292810133,0.257968837,0.212674891,0.234947186,0.227863647,0.224740614,0.259675632,0.224629822,0.059189482,1.09766629,0.765662326,0.86863704,0.775446004,0.917464209,0.887781894,0.898937056,0.855080278,1.28303449,0.766777476
167,ManTech International Corporation (NasdaqGS:MANT),NasdaqGS:MANT,Industrials,BB+,1.094720173,0.090498781,0.421262481,0,1,174.43,51.48160513,3.941224562,0.024002986,-3.729577025,0,1,0.062118321,-0.066711786,-0.02310904,-0.032565841,-0.045614282,0.009932092,0.000862843,0.052416454,0.023341151,0.080994311,0.006166422,0.048939746,0.324041812,-0.444587629,-0.189944134,-0.348229342,-0.518370607,0.153133903,0.013241462,0.765886288,0.361538462,1.277839851,0.139455006,0.568431241,0.035343938,-0.040037136,-0.016001076,-0.027416357,-0.040600563,0.012324448,0.001225123,0.076047251,0.038216561,0.129981815,0.016908401,0.054713068,0.568977686,0.600150865,0.692416297,0.841874668,0.890084454,1.24087131,1.419868064,1.450827838,1.637304061,1.604826489
168,Marathon Oil Corporation (NYSE:MRO),NYSE:MRO,Energy,BBB-,0.778895405,-0.249878511,0.277557547,0,1,3499.8,2143.000638,7.669962293,0.106079898,-2.243562715,1,0,0.202405273,0.21819798,0.163657001,0.362934641,0.29532708,0.228799718,0.244097107,0.509082895,0.354150884,0.147153791,0.272580637,0.110289849,0.727485654,1.261302529,1.038501833,4.382054993,3.123610203,1.798978475,1.138144911,1.527874016,3.410056657,0.92123109,1.932924036,1.253406398,0.175947431,0.177793375,0.110190923,0.18742843,0.153598765,0.224014174,0.189343839,0.23961472,0.268155491,0.20783806,0.193392521,0.044694057,0.869282841,0.81482594,0.67330406,0.516424747,0.520097125,0.979084136,0.775690634,0.47067918,0.757178659,1.412386725
169,"Marvell Technology, Inc. (NasdaqGS:MRVL)",NasdaqGS:MRVL,IT,BBB-,1.589391458,0.463351212,0.923583167,1,0,551,269.3723445,5.596094603,0.016952938,-4.077314155,0,1,-0.491736067,-0.332489195,-0.586709962,-0.78624324,-0.243164461,-0.195914242,0.07351569,0.044749286,0.0148963,0.082231193,NA,0.305614884,-4.36533212,-4.556686719,-4.277308083,-11.77863777,-4.826149841,-3.087357478,1.633021011,2.319454771,0.94228275,3.467290508,NA,4.600266396,-0.364704094,-0.361291506,-0.429882401,-0.41945205,-0.358896035,-0.391075335,0.114837074,0.084063881,0.053990283,0.18603168,-0.18863785,0.259906062,0.74166635,1.086626307,0.73270002,0.533488911,1.47593951,1.996155725,1.562075713,1.878552438,3.624408959,2.262300643
170,Masonite International Corporation (NYSE:DOOR),NYSE:DOOR,Industrials,BB+,1.412404393,0.345293495,0.263616555,1,0,228.57,106.1412795,4.664771033,0.042918313,-3.148456671,1,0,0.153583618,0.144836601,0.127255654,0.147216191,0.148134398,0.185376326,0.316501604,0.309137035,0.172599116,0.246034247,0.195067479,0.070150175,2.96875,3.206018519,2.298672566,1.877843719,1.78125,1.808296416,2.611047181,2.711773151,1.69307204,1.751246261,2.270796985,0.566123202,0.155841789,0.174093395,0.192871728,0.253285305,0.270343519,0.267214188,0.382738263,0.390116699,0.286930489,0.31273925,0.268617462,0.080068243,1.014703202,1.201998617,1.515624033,1.720498966,1.824988143,1.441468785,1.209277481,1.26195394,1.662409954,1.271120805
171,"MasTec, Inc. (NYSE:MTZ)",NYSE:MTZ,Industrials,BBB-,1.178898841,0.164580817,0.303957203,1,0,556.21,208.6628511,5.340719797,0.043097823,-3.144282792,1,0,0.18726898,0.20409265,0.461695141,0.347277878,0.233806219,0.257109119,0.261551296,0.380117098,0.112906516,0.23993192,0.268575682,0.1017309,1.58895365,1.918559691,2.853069612,4.544755877,1.856336969,2.368402282,1.914376908,2.035559521,1.258948881,2.575497045,2.291446043,0.917424088,0.2369325,0.271585933,0.31164422,0.343422266,0.310137916,0.326611912,0.310698198,0.319611767,0.201155362,0.269216727,0.29010168,0.044539744,1.265198858,1.330699234,0.675,0.988897619,1.326474192,1.270324104,1.187905405,0.840824495,1.781609855,1.122054652
172,"Mattel, Inc. (NasdaqGS:MAT)",NasdaqGS:MAT,Consumer,BB+,1.640831714,0.495203256,0.431591485,1,0,754.58,469.9308573,6.152585572,0.046092982,-3.077094575,1,0,0.010776182,0.040995916,0.109245813,0.098726713,0.152857488,0.269487369,0.341429909,0.443022431,0.254237644,0.211451285,0.193223075,0.136750938,0.125296869,0.414660992,1.181075989,1.38894634,1.973049837,-27.96032832,8.824424503,7.637447823,3.315040372,2.241607999,NA,10.22701361,0.026674634,0.087753898,0.167866706,0.184970391,0.224352459,0.328173921,0.431770455,0.481033576,0.43764115,0.343608752,0.271384594,0.156261002,2.475332475,2.140552208,1.536596251,1.873559701,1.467723059,1.21777107,1.264594708,1.085799594,1.721386114,1.625001955
173,"Maximus, Inc. (NYSE:MMS)",NYSE:MMS,IT,BB+,3.002877935,1.09957114,0.80789161,1,0,345.51,87.77224884,4.474745378,0.021172387,-3.855057432,0,1,-0.081152399,-0.045297173,-0.037668355,0.035108055,0.024434011,-0.044162949,-0.080218897,-0.021158991,0.023865184,0.290390474,0.006413896,0.108117211,-0.963039014,-0.486444617,-0.565609229,0.441958495,0.258248896,-0.455366922,-1.022702104,-0.25802103,0.315613879,3.246439628,0.051107798,1.232825206,-0.269811592,-0.146386946,-0.174139845,0.107187795,0.073695136,-0.123121344,-0.252667579,-0.054820416,0.070084457,0.38186453,-0.03881158,0.199762728,3.324751906,3.231701632,4.622974473,3.05308273,3.016088375,2.787887762,3.149726402,2.590880449,2.936681978,1.315003642
174,"MercadoLibre, Inc. (NasdaqGS:MELI)",NasdaqGS:MELI,Consumer,BB+,8.166754439,2.100071577,2.5939384,1,0,205.77,230.5372231,5.440412338,0.010292796,-4.576311039,0,1,-0.039175506,-0.057286174,-0.013697352,-0.012371309,-0.013728694,-0.016572829,0.004274048,-0.035365193,-0.010847569,0.030508761,NA,0.024128021,-1.364590623,-1.170646476,-0.448802853,-0.431454006,-0.670393215,-2.411146162,5.736585366,12.66959578,-2.035154137,1.592934564,1.146692824,4.676661531,-0.407353248,-0.339297772,-0.091125362,-0.072439219,-0.127175662,-0.137042792,0.052511721,-0.301524562,-0.115318021,0.117847384,-0.142091753,0.166174415,10.39816169,5.922856178,6.652772031,5.855420486,9.26349276,8.26912503,12.28617995,8.526026309,10.63077088,3.862739081
175,Meritage Homes Corporation (NYSE:MTH),NYSE:MTH,Consumer,BB+,1.026481393,0.026136831,0.206016188,0,1,375.71,302.5771176,5.712336179,0.101947155,-2.283300686,1,0,0.236074719,0.29321911,0.313675955,0.355234177,0.366231378,0.37050228,0.335754152,0.219973616,0.069557425,0.154960707,0.271518352,0.100243122,5.898627244,2.870008873,3.96898855,3.642096293,4.177926983,4.031510322,3.348759222,1.859351242,0.456217031,0.506149733,3.075963549,1.708697311,0.354531607,0.322901068,0.359181382,0.318979028,0.344653304,0.342355366,0.296716684,0.215908422,0.078330401,0.118127925,0.275168519,0.102349999,1.501777101,1.101227913,1.145071456,0.897940145,0.941080763,0.924030388,0.883731986,0.981519628,1.12612566,0.762308892
176,Metro AG (XTRA:B4B),XTRA:B4B,Consumer Staples,BBB-,0.339953674,-1.078945925,0.285408698,0,1,1214.642857,376.7880565,5.931682845,0.040354382,-3.210055293,1,0,NA,NA,NA,NA,NA,0.383293423,0.324775393,0.587122417,0.444090669,0.558561554,0.459568691,0.112134137,NA,NA,NA,2.438808125,2.505215355,2.915063977,2.868622449,5.726136254,5.446566287,4.321294609,3.745958151,1.405487598,NA,NA,0.355257306,0.226383313,0.19641069,0.199124891,0.178219279,0.30392404,0.287701261,0.27139338,0.25230177,0.062098873,NA,NA,0,0,0,0.519510325,0.54874625,0.517650205,0.647843518,0.485879091
177,Metsä Board Oyj (HLSE:METSB),HLSE:METSB,Materials,BBB-,1.119124906,0.112547046,0.337138398,0,1,264.01,66.40884228,4.195830215,0.02175734,-3.827804088,0,1,0.444713918,0.334453378,0.198172343,0.150602657,0.152155146,0.100688985,0.178913738,0.128938027,0.064463358,-0.022133152,0.17309684,0.132718504,4.032764811,3.266015625,2.589047854,1.573270305,2.356733524,1.509532062,1.62489487,1.526039387,0.739726027,-0.238911565,1.89791129,1.224470793,0.264008462,0.289528361,0.201768551,0.151833112,0.213055304,0.162925552,0.147745956,0.136857804,0.103532753,-0.026425884,0.164482997,0.088605242,0.593659096,0.865676293,1.018146867,1.008170206,1.400250399,1.618106996,0.825794364,1.061423133,1.606071365,1.193950339
178,Metso Outotec Oyj (HLSE:MOCORP),HLSE:MOCORP,Industrials,BBB-,0.675159593,-0.392806182,0.792562546,0,1,550.0666667,136.8920865,4.919192925,0.015059801,-4.195726261,0,1,NA,NA,NA,NA,NA,NA,NA,NA,0.095400406,0.070912613,0.08315651,0.017315484,NA,NA,NA,NA,NA,NA,NA,2.229720198,1.875094625,0.793539124,1.632784649,0.748124062,NA,NA,NA,NA,NA,NA,0.116805442,0.244438716,0.145496197,0.083359727,0.14752502,0.069419637,NA,NA,NA,NA,NA,NA,0,0,1.52511087,1.175527503
